Module 	X	Y	Z
235	855.95	42.85	2998.25
236	899.55	42.85	2998.25
237	943.15	42.85	2998.25
238	986.75	42.85	2998.25
239	1030.35	42.85	2998.25
240	1073.95	42.85	2998.25
241	376.35	128.55	2998.25
242	419.95	128.55	2998.25
243	463.55	128.55	2998.25
244	507.15	128.55	2998.25
245	550.75	128.55	2998.25
246	594.35	128.55	2998.25
247	637.95	128.55	2998.25
248	681.55	128.55	2998.25
249	725.15	128.55	2998.25
250	768.75	128.55	2998.25
251	812.35	128.55	2998.25
252	855.95	128.55	2998.25
253	899.55	128.55	2998.25
254	943.15	128.55	2998.25
255	986.75	128.55	2998.25
256	1030.35	128.55	2998.25
257	1073.95	128.55	2998.25
258	332.75	214.25	2998.25
259	376.35	214.25	2998.25
260	419.95	214.25	2998.25
261	463.55	214.25	2998.25
262	507.15	214.25	2998.25
263	550.75	214.25	2998.25
264	594.35	214.25	2998.25
265	637.95	214.25	2998.25
266	681.55	214.25	2998.25
267	725.15	214.25	2998.25
268	768.75	214.25	2998.25
269	812.35	214.25	2998.25
270	855.95	214.25	2998.25
271	899.55	214.25	2998.25
272	943.15	214.25	2998.25
273	986.75	214.25	2998.25
274	1030.35	214.25	2998.25
275	1073.95	214.25	2998.25
276	289.15	299.95	2998.25
277	332.75	299.95	2998.25
278	376.35	299.95	2998.25
279	419.95	299.95	2998.25
280	463.55	299.95	2998.25
281	507.15	299.95	2998.25
282	550.75	299.95	2998.25
283	594.35	299.95	2998.25
284	637.95	299.95	2998.25
285	681.55	299.95	2998.25
286	725.15	299.95	2998.25
287	768.75	299.95	2998.25
288	812.35	299.95	2998.25
289	855.95	299.95	2998.25
290	899.55	299.95	2998.25
291	943.15	299.95	2998.25
292	986.75	299.95	2998.25
293	1030.35	299.95	2998.25
294	1073.95	299.95	2998.25
295	289.15	385.65	2998.25
296	332.75	385.65	2998.25
297	376.35	385.65	2998.25
298	419.95	385.65	2998.25
299	463.55	385.65	2998.25
300	507.15	385.65	2998.25
301	550.75	385.65	2998.25
302	594.35	385.65	2998.25
303	637.95	385.65	2998.25
304	681.55	385.65	2998.25
305	725.15	385.65	2998.25
306	768.75	385.65	2998.25
307	812.35	385.65	2998.25
308	855.95	385.65	2998.25
309	899.55	385.65	2998.25
310	943.15	385.65	2998.25
311	27.55	471.35	2998.25
312	71.15	471.35	2998.25
313	114.75	471.35	2998.25
314	158.35	471.35	2998.25
315	201.95	471.35	2998.25
316	245.55	471.35	2998.25
317	289.15	471.35	2998.25
318	332.75	471.35	2998.25
319	376.35	471.35	2998.25
320	419.95	471.35	2998.25
321	463.55	471.35	2998.25
322	507.15	471.35	2998.25
323	550.75	471.35	2998.25
324	594.35	471.35	2998.25
325	637.95	471.35	2998.25
326	681.55	471.35	2998.25
327	725.15	471.35	2998.25
328	768.75	471.35	2998.25
329	812.35	471.35	2998.25
330	855.95	471.35	2998.25
331	899.55	471.35	2998.25
332	943.15	471.35	2998.25
333	27.55	557.05	2998.25
334	71.15	557.05	2998.25
335	114.75	557.05	2998.25
336	158.35	557.05	2998.25
337	201.95	557.05	2998.25
338	245.55	557.05	2998.25
339	289.15	557.05	2998.25
340	332.75	557.05	2998.25
341	376.35	557.05	2998.25
342	419.95	557.05	2998.25
343	463.55	557.05	2998.25
344	507.15	557.05	2998.25
345	550.75	557.05	2998.25
346	594.35	557.05	2998.25
347	637.95	557.05	2998.25
348	681.55	557.05	2998.25
349	725.15	557.05	2998.25
350	768.75	557.05	2998.25
351	812.35	557.05	2998.25
352	855.95	557.05	2998.25
353	899.55	557.05	2998.25
354	943.15	557.05	2998.25
355	986.75	557.05	2998.25
356	27.55	642.75	2998.25
357	71.15	642.75	2998.25
358	114.75	642.75	2998.25
359	158.35	642.75	2998.25
360	201.95	642.75	2998.25
361	245.55	642.75	2998.25
362	289.15	642.75	2998.25
363	332.75	642.75	2998.25
364	376.35	642.75	2998.25
365	419.95	642.75	2998.25
366	463.55	642.75	2998.25
367	507.15	642.75	2998.25
368	550.75	642.75	2998.25
369	594.35	642.75	2998.25
370	637.95	642.75	2998.25
371	681.55	642.75	2998.25
372	725.15	642.75	2998.25
373	768.75	642.75	2998.25
374	812.35	642.75	2998.25
375	855.95	642.75	2998.25
376	899.55	642.75	2998.25
377	943.15	642.75	2998.25
378	27.55	728.45	2998.25
379	71.15	728.45	2998.25
380	114.75	728.45	2998.25
381	158.35	728.45	2998.25
382	201.95	728.45	2998.25
383	245.55	728.45	2998.25
384	289.15	728.45	2998.25
385	332.75	728.45	2998.25
386	376.35	728.45	2998.25
387	419.95	728.45	2998.25
388	463.55	728.45	2998.25
389	507.15	728.45	2998.25
390	550.75	728.45	2998.25
391	594.35	728.45	2998.25
392	637.95	728.45	2998.25
393	681.55	728.45	2998.25
394	725.15	728.45	2998.25
395	768.75	728.45	2998.25
396	812.35	728.45	2998.25
397	855.95	728.45	2998.25
398	27.55	814.15	2998.25
399	71.15	814.15	2998.25
400	114.75	814.15	2998.25
401	158.35	814.15	2998.25
402	201.95	814.15	2998.25
403	245.55	814.15	2998.25
404	289.15	814.15	2998.25
405	332.75	814.15	2998.25
406	376.35	814.15	2998.25
407	419.95	814.15	2998.25
408	463.55	814.15	2998.25
409	507.15	814.15	2998.25
410	550.75	814.15	2998.25
411	594.35	814.15	2998.25
412	637.95	814.15	2998.25
413	681.55	814.15	2998.25
414	725.15	814.15	2998.25
415	768.75	814.15	2998.25
416	27.55	899.85	2998.25
417	71.15	899.85	2998.25
418	114.75	899.85	2998.25
419	158.35	899.85	2998.25
420	201.95	899.85	2998.25
421	245.55	899.85	2998.25
422	289.15	899.85	2998.25
423	332.75	899.85	2998.25
424	376.35	899.85	2998.25
425	419.95	899.85	2998.25
426	463.55	899.85	2998.25
427	507.15	899.85	2998.25
428	550.75	899.85	2998.25
429	594.35	899.85	2998.25
430	637.95	899.85	2998.25
431	681.55	899.85	2998.25
432	27.55	985.55	2998.25
433	71.15	985.55	2998.25
434	114.75	985.55	2998.25
435	158.35	985.55	2998.25
436	201.95	985.55	2998.25
437	245.55	985.55	2998.25
438	289.15	985.55	2998.25
439	332.75	985.55	2998.25
440	376.35	985.55	2998.25
441	419.95	985.55	2998.25
442	463.55	985.55	2998.25
443	507.15	985.55	2998.25
444	550.75	985.55	2998.25
445	114.75	1071.25	2998.25
446	158.35	1071.25	2998.25
447	201.95	1071.25	2998.25
448	245.55	1071.25	2998.25
449	289.15	1071.25	2998.25
450	332.75	1071.25	2998.25
451	376.35	1071.25	2998.25
452	-158.35	-1072.25	2998.25
453	-201.95	-1072.25	2998.25
454	-245.55	-1072.25	2998.25
455	-27.55	-986.55	2998.25
456	-71.15	-986.55	2998.25
457	-114.75	-986.55	2998.25
458	-158.35	-986.55	2998.25
459	-201.95	-986.55	2998.25
460	-245.55	-986.55	2998.25
461	-289.15	-986.55	2998.25
462	-332.75	-986.55	2998.25
463	-376.35	-986.55	2998.25
464	-419.95	-986.55	2998.25
465	-463.55	-986.55	2998.25
466	-507.15	-986.55	2998.25
467	-27.55	-900.85	2998.25
468	-71.15	-900.85	2998.25
469	-114.75	-900.85	2998.25
470	-158.35	-900.85	2998.25
471	-201.95	-900.85	2998.25
472	-245.55	-900.85	2998.25
473	-289.15	-900.85	2998.25
474	-332.75	-900.85	2998.25
475	-376.35	-900.85	2998.25
476	-419.95	-900.85	2998.25
477	-463.55	-900.85	2998.25
478	-507.15	-900.85	2998.25
479	-550.75	-900.85	2998.25
480	-594.35	-900.85	2998.25
481	-637.95	-900.85	2998.25
482	-681.55	-900.85	2998.25
483	-27.55	-815.15	2998.25
484	-71.15	-815.15	2998.25
485	-114.75	-815.15	2998.25
486	-158.35	-815.15	2998.25
487	-201.95	-815.15	2998.25
488	-245.55	-815.15	2998.25
489	-289.15	-815.15	2998.25
490	-332.75	-815.15	2998.25
491	-376.35	-815.15	2998.25
492	-419.95	-815.15	2998.25
493	-463.55	-815.15	2998.25
494	-507.15	-815.15	2998.25
495	-550.75	-815.15	2998.25
496	-594.35	-815.15	2998.25
497	-637.95	-815.15	2998.25
498	-681.55	-815.15	2998.25
499	-725.15	-815.15	2998.25
500	-768.75	-815.15	2998.25
501	-27.55	-729.45	2998.25
502	-71.15	-729.45	2998.25
503	-114.75	-729.45	2998.25
504	-158.35	-729.45	2998.25
505	-201.95	-729.45	2998.25
506	-245.55	-729.45	2998.25
507	-289.15	-729.45	2998.25
508	-332.75	-729.45	2998.25
509	-376.35	-729.45	2998.25
510	-419.95	-729.45	2998.25
511	-463.55	-729.45	2998.25
512	-507.15	-729.45	2998.25
513	-550.75	-729.45	2998.25
514	-594.35	-729.45	2998.25
515	-637.95	-729.45	2998.25
516	-681.55	-729.45	2998.25
517	-725.15	-729.45	2998.25
518	-768.75	-729.45	2998.25
519	-812.35	-729.45	2998.25
520	-855.95	-729.45	2998.25
521	-27.55	-643.75	2998.25
522	-71.15	-643.75	2998.25
523	-114.75	-643.75	2998.25
524	-158.35	-643.75	2998.25
525	-201.95	-643.75	2998.25
526	-245.55	-643.75	2998.25
527	-289.15	-643.75	2998.25
528	-332.75	-643.75	2998.25
529	-376.35	-643.75	2998.25
530	-419.95	-643.75	2998.25
531	-463.55	-643.75	2998.25
532	-507.15	-643.75	2998.25
533	-550.75	-643.75	2998.25
534	-594.35	-643.75	2998.25
535	-637.95	-643.75	2998.25
536	-681.55	-643.75	2998.25
537	-725.15	-643.75	2998.25
538	-768.75	-643.75	2998.25
539	-812.35	-643.75	2998.25
540	-855.95	-643.75	2998.25
541	-899.55	-643.75	2998.25
542	-27.55	-558.05	2998.25
543	-71.15	-558.05	2998.25
544	-114.75	-558.05	2998.25
545	-158.35	-558.05	2998.25
546	-201.95	-558.05	2998.25
547	-245.55	-558.05	2998.25
548	-289.15	-558.05	2998.25
549	-332.75	-558.05	2998.25
550	-376.35	-558.05	2998.25
551	-419.95	-558.05	2998.25
552	-463.55	-558.05	2998.25
553	-507.15	-558.05	2998.25
554	-550.75	-558.05	2998.25
555	-594.35	-558.05	2998.25
556	-637.95	-558.05	2998.25
557	-681.55	-558.05	2998.25
558	-725.15	-558.05	2998.25
559	-768.75	-558.05	2998.25
560	-812.35	-558.05	2998.25
561	-855.95	-558.05	2998.25
562	-899.55	-558.05	2998.25
563	-943.15	-558.05	2998.25
564	-986.75	-558.05	2998.25
565	-27.55	-472.35	2998.25
566	-71.15	-472.35	2998.25
567	-114.75	-472.35	2998.25
568	-158.35	-472.35	2998.25
569	-201.95	-472.35	2998.25
570	-245.55	-472.35	2998.25
571	-289.15	-472.35	2998.25
572	-332.75	-472.35	2998.25
573	-376.35	-472.35	2998.25
574	-419.95	-472.35	2998.25
575	-463.55	-472.35	2998.25
576	-507.15	-472.35	2998.25
577	-550.75	-472.35	2998.25
578	-594.35	-472.35	2998.25
579	-637.95	-472.35	2998.25
580	-681.55	-472.35	2998.25
581	-725.15	-472.35	2998.25
582	-768.75	-472.35	2998.25
583	-812.35	-472.35	2998.25
584	-855.95	-472.35	2998.25
585	-899.55	-472.35	2998.25
586	-943.15	-472.35	2998.25
587	-986.75	-472.35	2998.25
588	-27.55	-385.65	2998.25
589	-71.15	-385.65	2998.25
590	-114.75	-385.65	2998.25
591	-245.55	-385.65	2998.25
592	-289.15	-385.65	2998.25
593	-332.75	-385.65	2998.25
594	-376.35	-385.65	2998.25
595	-419.95	-385.65	2998.25
596	-463.55	-385.65	2998.25
597	-507.15	-385.65	2998.25
598	-550.75	-385.65	2998.25
599	-594.35	-385.65	2998.25
600	-637.95	-385.65	2998.25
601	-681.55	-385.65	2998.25
602	-725.15	-385.65	2998.25
603	-768.75	-385.65	2998.25
604	-812.35	-385.65	2998.25
605	-855.95	-385.65	2998.25
606	-899.55	-385.65	2998.25
607	-943.15	-385.65	2998.25
608	-289.15	-299.95	2998.25
609	-332.75	-299.95	2998.25
610	-376.35	-299.95	2998.25
611	-419.95	-299.95	2998.25
612	-463.55	-299.95	2998.25
613	-507.15	-299.95	2998.25
614	-550.75	-299.95	2998.25
615	-594.35	-299.95	2998.25
616	-637.95	-299.95	2998.25
617	-681.55	-299.95	2998.25
618	-725.15	-299.95	2998.25
619	-768.75	-299.95	2998.25
620	-812.35	-299.95	2998.25
621	-855.95	-299.95	2998.25
622	-899.55	-299.95	2998.25
623	-943.15	-299.95	2998.25
624	-986.75	-299.95	2998.25
625	-1030.35	-299.95	2998.25
626	-1073.95	-299.95	2998.25
627	-332.75	-214.25	2998.25
628	-376.35	-214.25	2998.25
629	-419.95	-214.25	2998.25
630	-463.55	-214.25	2998.25
631	-507.15	-214.25	2998.25
632	-550.75	-214.25	2998.25
633	-594.35	-214.25	2998.25
634	-637.95	-214.25	2998.25
635	-681.55	-214.25	2998.25
636	-725.15	-214.25	2998.25
637	-768.75	-214.25	2998.25
638	-812.35	-214.25	2998.25
639	-855.95	-214.25	2998.25
640	-899.55	-214.25	2998.25
641	-943.15	-214.25	2998.25
642	-986.75	-214.25	2998.25
643	-1030.35	-214.25	2998.25
644	-1073.95	-214.25	2998.25
645	-376.35	-128.55	2998.25
646	-419.95	-128.55	2998.25
647	-463.55	-128.55	2998.25
648	-507.15	-128.55	2998.25
649	-550.75	-128.55	2998.25
650	-594.35	-128.55	2998.25
651	-637.95	-128.55	2998.25
652	-681.55	-128.55	2998.25
653	-725.15	-128.55	2998.25
654	-768.75	-128.55	2998.25
655	-812.35	-128.55	2998.25
656	-855.95	-128.55	2998.25
657	-899.55	-128.55	2998.25
658	-943.15	-128.55	2998.25
659	-986.75	-128.55	2998.25
660	-1030.35	-128.55	2998.25
661	-1073.95	-128.55	2998.25
662	-463.55	-42.85	2998.25
663	-507.15	-42.85	2998.25
664	-550.75	-42.85	2998.25
665	-594.35	-42.85	2998.25
666	-637.95	-42.85	2998.25
667	-681.55	-42.85	2998.25
668	-725.15	-42.85	2998.25
669	-768.75	-42.85	2998.25
670	-812.35	-42.85	2998.25
671	-855.95	-42.85	2998.25
672	-899.55	-42.85	2998.25
673	-943.15	-42.85	2998.25
674	-986.75	-42.85	2998.25
675	-1030.35	-42.85	2998.25
676	-1073.95	-42.85	2998.25
677	-463.55	42.85	2998.25
678	-507.15	42.85	2998.25
679	-550.75	42.85	2998.25
680	-594.35	42.85	2998.25
681	-637.95	42.85	2998.25
682	-681.55	42.85	2998.25
683	-725.15	42.85	2998.25
684	-768.75	42.85	2998.25
685	-812.35	42.85	2998.25
686	-855.95	42.85	2998.25
687	-899.55	42.85	2998.25
688	-943.15	42.85	2998.25
689	-986.75	42.85	2998.25
690	-1030.35	42.85	2998.25
691	-1073.95	42.85	2998.25
692	-376.35	128.55	2998.25
693	-419.95	128.55	2998.25
694	-463.55	128.55	2998.25
695	-507.15	128.55	2998.25
696	-550.75	128.55	2998.25
697	-594.35	128.55	2998.25
698	-637.95	128.55	2998.25
699	-681.55	128.55	2998.25
700	-725.15	128.55	2998.25
701	-768.75	128.55	2998.25
702	-812.35	128.55	2998.25
703	-855.95	128.55	2998.25
704	-899.55	128.55	2998.25
705	-943.15	128.55	2998.25
706	-986.75	128.55	2998.25
707	-1030.35	128.55	2998.25
708	-1073.95	128.55	2998.25
709	-332.75	214.25	2998.25
710	-376.35	214.25	2998.25
711	-419.95	214.25	2998.25
712	-463.55	214.25	2998.25
713	-507.15	214.25	2998.25
714	-550.75	214.25	2998.25
715	-594.35	214.25	2998.25
716	-637.95	214.25	2998.25
717	-681.55	214.25	2998.25
718	-725.15	214.25	2998.25
719	-768.75	214.25	2998.25
720	-812.35	214.25	2998.25
721	-855.95	214.25	2998.25
722	-899.55	214.25	2998.25
723	-943.15	214.25	2998.25
724	-986.75	214.25	2998.25
725	-1030.35	214.25	2998.25
726	-1073.95	214.25	2998.25
727	-289.15	299.95	2998.25
728	-332.75	299.95	2998.25
729	-376.35	299.95	2998.25
730	-419.95	299.95	2998.25
731	-463.55	299.95	2998.25
732	-507.15	299.95	2998.25
733	-550.75	299.95	2998.25
734	-594.35	299.95	2998.25
735	-637.95	299.95	2998.25
736	-681.55	299.95	2998.25
737	-725.15	299.95	2998.25
738	-768.75	299.95	2998.25
739	-812.35	299.95	2998.25
740	-855.95	299.95	2998.25
741	-899.55	299.95	2998.25
742	-943.15	299.95	2998.25
743	-986.75	299.95	2998.25
744	-1030.35	299.95	2998.25
745	-1073.95	299.95	2998.25
746	-289.15	385.65	2998.25
747	-332.75	385.65	2998.25
748	-376.35	385.65	2998.25
749	-419.95	385.65	2998.25
750	-463.55	385.65	2998.25
751	-507.15	385.65	2998.25
752	-550.75	385.65	2998.25
753	-594.35	385.65	2998.25
754	-637.95	385.65	2998.25
755	-681.55	385.65	2998.25
756	-725.15	385.65	2998.25
757	-768.75	385.65	2998.25
758	-812.35	385.65	2998.25
759	-855.95	385.65	2998.25
760	-899.55	385.65	2998.25
761	-943.15	385.65	2998.25
762	-27.55	471.35	2998.25
763	-71.15	471.35	2998.25
764	-114.75	471.35	2998.25
765	-158.35	471.35	2998.25
766	-201.95	471.35	2998.25
767	-245.55	471.35	2998.25
768	-289.15	471.35	2998.25
769	-332.75	471.35	2998.25
770	-376.35	471.35	2998.25
771	-419.95	471.35	2998.25
772	-463.55	471.35	2998.25
773	-507.15	471.35	2998.25
774	-550.75	471.35	2998.25
775	-594.35	471.35	2998.25
776	-637.95	471.35	2998.25
777	-681.55	471.35	2998.25
778	-725.15	471.35	2998.25
779	-768.75	471.35	2998.25
780	-812.35	471.35	2998.25
781	-855.95	471.35	2998.25
782	-899.55	471.35	2998.25
783	-943.15	471.35	2998.25
784	-27.55	557.05	2998.25
785	-71.15	557.05	2998.25
786	-114.75	557.05	2998.25
787	-158.35	557.05	2998.25
788	-201.95	557.05	2998.25
789	-245.55	557.05	2998.25
790	-289.15	557.05	2998.25
791	-332.75	557.05	2998.25
792	-376.35	557.05	2998.25
793	-419.95	557.05	2998.25
794	-463.55	557.05	2998.25
795	-507.15	557.05	2998.25
796	-550.75	557.05	2998.25
797	-594.35	557.05	2998.25
798	-637.95	557.05	2998.25
799	-681.55	557.05	2998.25
800	-725.15	557.05	2998.25
801	-768.75	557.05	2998.25
802	-812.35	557.05	2998.25
803	-855.95	557.05	2998.25
804	-899.55	557.05	2998.25
805	-943.15	557.05	2998.25
806	-986.75	557.05	2998.25
807	-27.55	642.75	2998.25
808	-71.15	642.75	2998.25
809	-114.75	642.75	2998.25
810	-158.35	642.75	2998.25
811	-201.95	642.75	2998.25
812	-245.55	642.75	2998.25
813	-289.15	642.75	2998.25
814	-332.75	642.75	2998.25
815	-376.35	642.75	2998.25
816	-419.95	642.75	2998.25
817	-463.55	642.75	2998.25
818	-507.15	642.75	2998.25
819	-550.75	642.75	2998.25
820	-594.35	642.75	2998.25
821	-637.95	642.75	2998.25
822	-681.55	642.75	2998.25
823	-725.15	642.75	2998.25
824	-768.75	642.75	2998.25
825	-812.35	642.75	2998.25
826	-855.95	642.75	2998.25
827	-899.55	642.75	2998.25
828	-943.15	642.75	2998.25
829	-27.55	728.45	2998.25
830	-71.15	728.45	2998.25
831	-114.75	728.45	2998.25
832	-158.35	728.45	2998.25
833	-201.95	728.45	2998.25
834	-245.55	728.45	2998.25
835	-289.15	728.45	2998.25
836	-332.75	728.45	2998.25
837	-376.35	728.45	2998.25
838	-419.95	728.45	2998.25
839	-463.55	728.45	2998.25
840	-507.15	728.45	2998.25
841	-550.75	728.45	2998.25
842	-594.35	728.45	2998.25
843	-637.95	728.45	2998.25
844	-681.55	728.45	2998.25
845	-725.15	728.45	2998.25
846	-768.75	728.45	2998.25
847	-812.35	728.45	2998.25
848	-855.95	728.45	2998.25
849	-27.55	814.15	2998.25
850	-71.15	814.15	2998.25
851	-114.75	814.15	2998.25
852	-158.35	814.15	2998.25
853	-201.95	814.15	2998.25
854	-245.55	814.15	2998.25
855	-289.15	814.15	2998.25
856	-332.75	814.15	2998.25
857	-376.35	814.15	2998.25
858	-419.95	814.15	2998.25
859	-463.55	814.15	2998.25
860	-507.15	814.15	2998.25
861	-550.75	814.15	2998.25
862	-594.35	814.15	2998.25
863	-637.95	814.15	2998.25
864	-681.55	814.15	2998.25
865	-725.15	814.15	2998.25
866	-768.75	814.15	2998.25
867	-27.55	899.85	2998.25
868	-71.15	899.85	2998.25
869	-114.75	899.85	2998.25
870	-158.35	899.85	2998.25
